item,value,coordinate_location
http://www.wikidata.org/entity/Q376141,GB-HAL,Point(-2.75 53.333333333)
http://www.wikidata.org/entity/Q379382,BD-E,Point(89.0 25.0)
http://www.wikidata.org/entity/Q381889,TH-27,Point(102.137222222 13.796944444)
http://www.wikidata.org/entity/Q382132,AZ-SAB,Point(48.6 40.0)
http://www.wikidata.org/entity/Q383415,CZ-423,Point(14.131111111 50.533888888)
http://www.wikidata.org/entity/Q385016,CZ-315,Point(13.997222222 49.012777777)
http://www.wikidata.org/entity/Q385973,BF-SOM,Point(-1.633333333 14.1)
http://www.wikidata.org/entity/Q386506,AZ-QUS,Point(48.433333333 41.416666666)
http://www.wikidata.org/entity/Q388330,YE-TA,Point(44.016666666 13.566666666)
http://www.wikidata.org/entity/Q390366,MA-10,Point(-8.43 32.65)
http://www.wikidata.org/entity/Q390820,AZ-SAR,Point(45.0667 39.55)
http://www.wikidata.org/entity/Q392103,SI-123,Point(14.57722 45.95833)
http://www.wikidata.org/entity/Q392103,SI-123,Point(14.583333333 45.983333333)
http://www.wikidata.org/entity/Q397678,LU-CA,Point(6.0 49.633333333)
http://www.wikidata.org/entity/Q399899,TM-A,Point(59.0 38.5)
http://www.wikidata.org/entity/Q405589,PW-002,Point(134.516666666 7.416666666)
http://www.wikidata.org/entity/Q407967,PW-004,Point(134.55 7.366666666)
http://www.wikidata.org/entity/Q456562,ZW-MN,Point(27.5 -19.0)
http://www.wikidata.org/entity/Q459742,TH-75,Point(100.001666666 13.412777777)
http://www.wikidata.org/entity/Q460435,UY-LA,Point(-55.238055555 -34.3775)
http://www.wikidata.org/entity/Q465853,ZW-ME,Point(32.0 -17.5)
http://www.wikidata.org/entity/Q475035,EG-HU,Point(31.333333333 29.85)
http://www.wikidata.org/entity/Q476233,GL-QE,Point(-48.0 66.5)
http://www.wikidata.org/entity/Q476690,AZ-HAC,Point(48.937038888 40.037997222)
http://www.wikidata.org/entity/Q483040,TR-55,Point(36.007222222 41.204444444)
http://www.wikidata.org/entity/Q483078,TR-64,Point(29.341944444 38.523888888)
http://www.wikidata.org/entity/Q484245,UZ-QR,Point(58.75 43.166666666)
http://www.wikidata.org/entity/Q487389,TM-L,Point(63.0 39.0)
http://www.wikidata.org/entity/Q487577,UZ-QA,Point(66.083333333 38.833333333)
http://www.wikidata.org/entity/Q487702,SS-NU,Point(32.666666666 9.533333333)
http://www.wikidata.org/entity/Q488326,CD-SK,Point(28.266666666 -3.016666666)
http://www.wikidata.org/entity/Q489821,MG-T,Point(46.75 -18.75)
http://www.wikidata.org/entity/Q494877,CV-SS,Point(-23.632127777 15.083686111)
http://www.wikidata.org/entity/Q498067,TZ-10,Point(39.75 -5.333333333)
http://www.wikidata.org/entity/Q499456,EC-U,Point(-76.883333333 -0.083333333)
http://www.wikidata.org/entity/Q499598,CV-TA,Point(-23.751644444 15.278655555)
http://www.wikidata.org/entity/Q500162,UG-305,Point(33.0 3.5)
http://www.wikidata.org/entity/Q502215,GH-NP,Point(-1.0 9.5)
http://www.wikidata.org/entity/Q502320,BF-10,Point(-2.25 13.25)
http://www.wikidata.org/entity/Q503004,LA-AT,Point(106.833 14.8)
http://www.wikidata.org/entity/Q503905,NG-OY,Point(4.0 8.0)
http://www.wikidata.org/entity/Q503910,NG-DE,Point(6.0 5.5)
http://www.wikidata.org/entity/Q504252,EC-T,Point(-78.616666666 -1.233333333)
http://www.wikidata.org/entity/Q504260,EC-R,Point(-79.45 -1.766669444)
http://www.wikidata.org/entity/Q504647,GT-BV,Point(-90.318611111 15.101388888)
http://www.wikidata.org/entity/Q511151,LV-100,Point(21.8522 56.4183)
http://www.wikidata.org/entity/Q515655,BF-03,Point(-1.5 12.333333333)
http://www.wikidata.org/entity/Q518353,MH-LIK,Point(169.106944444 9.928611111)
http://www.wikidata.org/entity/Q519311,PS-JEN,Point(35.3 32.46)
http://www.wikidata.org/entity/Q534203,UG-123,Point(31.8 1.2)
http://www.wikidata.org/entity/Q534917,NG-EK,Point(5.25 7.666666666)
http://www.wikidata.org/entity/Q542619,MH-RON,Point(166.783333333 11.316666666)
http://www.wikidata.org/entity/Q548816,AG-04,Point(-61.833333333 17.116666666)
http://www.wikidata.org/entity/Q549386,DO-19,Point(-70.39 19.42)
http://www.wikidata.org/entity/Q556203,SI-050,Point(13.7301 45.548)
http://www.wikidata.org/entity/Q559537,CD-KL,Point(18.83361111 -5.03361111)
http://www.wikidata.org/entity/Q235718,DZ-18,Point(5.766666666 36.8)
http://www.wikidata.org/entity/Q238492,EC-H,Point(-78.65 -1.666666666)
http://www.wikidata.org/entity/Q239040,MN-039,Point(110.5 48.0)
http://www.wikidata.org/entity/Q239040,MN-039,Point(110.65 47.316666666)
http://www.wikidata.org/entity/Q240870,DZ-28,Point(4.55 35.7)
http://www.wikidata.org/entity/Q241119,IR-06,Point(48.694 31.3273)
http://www.wikidata.org/entity/Q243656,SA-06,Point(42.0 27.0)
http://www.wikidata.org/entity/Q244517,PT-06,Point(-8.428888888 40.211111111)
http://www.wikidata.org/entity/Q251825,NZ-HKB,Point(176.816666666 -39.416666666)
http://www.wikidata.org/entity/Q1131727,IR-15,Point(48.3538 33.4871)
http://www.wikidata.org/entity/Q232387,SY-DY,Point(40.27 35.15)
http://www.wikidata.org/entity/Q240463,TH-84,Point(99.331666666 9.133333333)
http://www.wikidata.org/entity/Q241135,YE-HD,Point(49.5 16.666666666)
http://www.wikidata.org/entity/Q244695,TH-86,Point(99.179166666 10.492777777)
http://www.wikidata.org/entity/Q244699,TH-76,Point(99.946388888 13.110555555)
http://www.wikidata.org/entity/Q264245,OM-BA,Point(57.0 24.0)
http://www.wikidata.org/entity/Q268729,CO-VID,Point(-67.466666666 6.183333333)
http://www.wikidata.org/entity/Q271737,TH-30,Point(102.1 14.972222222)
http://www.wikidata.org/entity/Q271876,KI-G,Point(174.0 0.0)
http://www.wikidata.org/entity/Q273525,PT-18,Point(-7.913888888 40.656944444)
http://www.wikidata.org/entity/Q274118,PT-07,Point(-7.909722222 38.569722222)
http://www.wikidata.org/entity/Q275388,TH-42,Point(101.719444444 17.486666666)
http://www.wikidata.org/entity/Q275729,YE-AD,Point(44.916666666 12.9)
http://www.wikidata.org/entity/Q276195,MN-047,Point(106.25 47.5)
http://www.wikidata.org/entity/Q279004,LV-053,Point(24.805 56.7225)
http://www.wikidata.org/entity/Q280973,NI-BO,Point(-85.666666666 12.466666666)
http://www.wikidata.org/entity/Q285964,GB-SAW,Point(-2.017222222 52.505277777)
http://www.wikidata.org/entity/Q310385,SD-KH,Point(32.35472 15.64417)
http://www.wikidata.org/entity/Q310872,QA-MS,Point(51.22 26.14)
http://www.wikidata.org/entity/Q319979,SS-EW,Point(28.4 5.316666666)
http://www.wikidata.org/entity/Q327097,TN-43,Point(9.5 35.033333333)
http://www.wikidata.org/entity/Q327788,NR-11,Point(166.939444444 -0.548055555)
http://www.wikidata.org/entity/Q328115,TN-34,Point(9.366666666 36.166666666)
http://www.wikidata.org/entity/Q328128,YE-JA,Point(45.516666666 16.783333333)
http://www.wikidata.org/entity/Q328193,YE-DH,Point(44.400027777 14.550027777)
http://www.wikidata.org/entity/Q328199,TN-33,Point(8.714722 36.182222)
http://www.wikidata.org/entity/Q330749,AZ-GAD,Point(45.8161 40.5656)
http://www.wikidata.org/entity/Q330807,AZ-BEY,Point(47.6167 39.7667)
http://www.wikidata.org/entity/Q330839,AZ-SMI,Point(48.666666666 40.633333333)
http://www.wikidata.org/entity/Q330864,AZ-SAK,Point(47.0 41.1)
http://www.wikidata.org/entity/Q331196,UY-MA,Point(-54.883333333 -34.633333333)
http://www.wikidata.org/entity/Q334868,LA-PH,Point(102.1 21.683333)
http://www.wikidata.org/entity/Q344490,TR-35,Point(27.129722222 38.418888888)
http://www.wikidata.org/entity/Q351514,CM-AD,Point(13.583888888 7.321388888)
http://www.wikidata.org/entity/Q378970,CF-MP,Point(18.0 5.0)
http://www.wikidata.org/entity/Q380764,TH-64,Point(99.826388888 17.005833333)
http://www.wikidata.org/entity/Q385584,TD-SA,Point(20.283611111 11.04)
http://www.wikidata.org/entity/Q389381,AZ-QAZ,Point(45.36611111 41.09333333)
http://www.wikidata.org/entity/Q389944,NE-1,Point(8.0 17.0)
http://www.wikidata.org/entity/Q424388,NG-AK,Point(7.833333333 5.0)
http://www.wikidata.org/entity/Q425782,RS-02,Point(20.383333333 45.366666666)
http://www.wikidata.org/entity/Q429908,NG-BE,Point(8.75 7.333333333)
http://www.wikidata.org/entity/Q430385,PW-224,Point(134.533333333 7.466666666)
http://www.wikidata.org/entity/Q431385,BI-BR,Point(29.577777777 -3.896944444)
http://www.wikidata.org/entity/Q456556,ZW-MI,Point(30.0 -19.0)
http://www.wikidata.org/entity/Q458382,TZ-14,Point(33.0 -8.5)
http://www.wikidata.org/entity/Q458402,DZ-07,Point(5.747222 34.863889)
http://www.wikidata.org/entity/Q459723,BD-A,Point(90.333333333 22.5)
http://www.wikidata.org/entity/Q459732,BD-G,Point(91.666666666 24.5)
http://www.wikidata.org/entity/Q460538,BI-BB,Point(29.374444444 -3.151388888)
http://www.wikidata.org/entity/Q466046,MA-SAL,Point(-6.816667 34.05)
http://www.wikidata.org/entity/Q468547,TH-48,Point(104.782222222 17.408055555)
http://www.wikidata.org/entity/Q475585,MT-25,Point(14.489166666 35.859722222)
http://www.wikidata.org/entity/Q476708,AZ-XIZ,Point(49.0667 40.9)
http://www.wikidata.org/entity/Q477942,MA-12,Point(-6.35 32.333333333)
http://www.wikidata.org/entity/Q478278,RS-16,Point(19.85 43.85)
http://www.wikidata.org/entity/Q482834,TR-46,Point(36.971111111 37.898333333)
http://www.wikidata.org/entity/Q485429,KZ-KAR,Point(71.0 48.0)
http://www.wikidata.org/entity/Q486370,KG-C,Point(74.5 42.5)
http://www.wikidata.org/entity/Q487413,KG-Y,Point(78.0 42.0)
http://www.wikidata.org/entity/Q487561,UZ-XO,Point(61.0 41.333333333)
http://www.wikidata.org/entity/Q487631,KG-B,Point(70.75 40.75)
http://www.wikidata.org/entity/Q488519,SS-EE,Point(33.183333333 4.75)
http://www.wikidata.org/entity/Q488904,SS-JG,Point(32.066666666 7.4)
http://www.wikidata.org/entity/Q494869,CV-B,Point(-24.33333 16.58333)
http://www.wikidata.org/entity/Q494869,CV-B,Point(-24.0 17.0)
http://www.wikidata.org/entity/Q498351,ZW-MV,Point(31.0 -21.0)
http://www.wikidata.org/entity/Q499620,CV-RS,Point(-23.605 14.915)
http://www.wikidata.org/entity/Q502188,CR-A,Point(-84.6 10.566666666)
http://www.wikidata.org/entity/Q503923,NG-RI,Point(6.833333333 4.75)
http://www.wikidata.org/entity/Q508773,BZ-CY,Point(-88.916666666 16.833333333)
http://www.wikidata.org/entity/Q509097,MW-MU,Point(35.583333333 -16.0)
http://www.wikidata.org/entity/Q509300,NG-FC,Point(7.16666667 8.83333333)
http://www.wikidata.org/entity/Q510040,SI-189,Point(14.950975997 46.243657194)
http://www.wikidata.org/entity/Q517427,CZ-804,Point(18.010277777 49.595277777)
http://www.wikidata.org/entity/Q532153,NG-BY,Point(6.083333333 4.75)
http://www.wikidata.org/entity/Q537308,MT-50,Point(14.204166666 36.055)
http://www.wikidata.org/entity/Q538991,MW-PH,Point(35.7 -15.816666666)
http://www.wikidata.org/entity/Q538991,MW-PH,Point(35.666666666 -15.666666666)
http://www.wikidata.org/entity/Q556146,LB-AK,Point(36.2 34.5)
http://www.wikidata.org/entity/Q569458,SC-01,Point(55.516666666 -4.683333333)
http://www.wikidata.org/entity/Q569468,ER-AN,Point(38.0 16.0)
http://www.wikidata.org/entity/Q572993,SV-AH,Point(-89.91667 13.86667)
http://www.wikidata.org/entity/Q572993,SV-AH,Point(-89.892 13.867)
http://www.wikidata.org/entity/Q579240,PE-LMA,Point(-77.041666666 -12.058333333)
http://www.wikidata.org/entity/Q581719,GN-KA,Point(-9.306944444 10.384722222)
http://www.wikidata.org/entity/Q602037,MT-52,Point(14.245833333 36.024444444)
http://www.wikidata.org/entity/Q606825,GB-NYM,Point(-6.256 54.176)
http://www.wikidata.org/entity/Q609190,BD-50,Point(89.97 22.58)
http://www.wikidata.org/entity/Q612614,LK-71,Point(80.5 8.333333333)
http://www.wikidata.org/entity/Q41115,BR-SC,Point(-50.49 -27.27)
http://www.wikidata.org/entity/Q41146,VE-C,Point(-67.466666666 7.9)
http://www.wikidata.org/entity/Q41157,KR-45,Point(127.15 35.816666666)
http://www.wikidata.org/entity/Q42497,AT-3,Point(15.75 48.333333333)
http://www.wikidata.org/entity/Q587328,SI-059,Point(16.4532 46.5644)
http://www.wikidata.org/entity/Q21694636,GB-BKM,Point(-0.8 51.766666666)
http://www.wikidata.org/entity/Q25282,VN-DN,Point(108.220555555 16.031944444)
http://www.wikidata.org/entity/Q27566,VN-70,Point(105.6 21.3)
http://www.wikidata.org/entity/Q33272,VN-52,Point(105.833333333 9.666666666)
http://www.wikidata.org/entity/Q33366,VN-50,Point(106.5 10.166666666)
http://www.wikidata.org/entity/Q36592,VN-44,Point(105.166666666 10.5)
http://www.wikidata.org/entity/Q36666,VN-46,Point(106.166666666 10.416666666)
http://www.wikidata.org/entity/Q36676,VN-45,Point(105.633957 10.455015)
http://www.wikidata.org/entity/Q36721,VN-35,Point(108.433333333 11.95)
http://www.wikidata.org/entity/Q36723,VN-72,Point(107.7 11.983333333)
http://www.wikidata.org/entity/Q36869,VN-40,Point(108.083333333 11.083333333)
http://www.wikidata.org/entity/Q36874,VN-43,Point(107.25 10.583333333)
http://www.wikidata.org/entity/Q36907,VN-67,Point(106.25 20.25)
http://www.wikidata.org/entity/Q43319,BR-MS,Point(-54.704166666 -20.190833333)
http://www.wikidata.org/entity/Q44417,MT-68,Point(14.474444444 35.829166666)
http://www.wikidata.org/entity/Q44805,AR-J,Point(-68.98 -30.87)
http://www.wikidata.org/entity/Q46763,TR-11,Point(30.16667 40.0)
http://www.wikidata.org/entity/Q47090,LT-36,Point(23.961111111 54.671944444)
http://www.wikidata.org/entity/Q47813,TR-17,Point(26.560277777 40.040833333)
http://www.wikidata.org/entity/Q48232,LY-WS,Point(13.0 28.0)
http://www.wikidata.org/entity/Q49651,LI-10,Point(9.533333333 47.116666666)
http://www.wikidata.org/entity/Q49654,LI-09,Point(9.516666666 47.1)
http://www.wikidata.org/entity/Q53079,MX-COA,Point(-102.044722222 27.302222222)
http://www.wikidata.org/entity/Q54889,ES-AB,Point(-2.0 38.833333333)
http://www.wikidata.org/entity/Q55098,MC-FO,Point(7.418157 43.727696)
http://www.wikidata.org/entity/Q55108,MC-MG,Point(7.417822 43.736057)
http://www.wikidata.org/entity/Q57448,CN-NX,Point(106.27056 38.46654)
http://www.wikidata.org/entity/Q57636,BW-NE,Point(27.5 -21.08333333)
http://www.wikidata.org/entity/Q57695,BW-SE,Point(25.75 -25.0)
http://www.wikidata.org/entity/Q58111,HR-11,Point(17.74 45.311)
http://www.wikidata.org/entity/Q58268,HR-18,Point(13.938611111 45.239166666)
http://www.wikidata.org/entity/Q60123,MX-CHP,Point(-92.408611111 16.41)
http://www.wikidata.org/entity/Q62218,UM-86,Point(-159.99699 -0.37207)
http://www.wikidata.org/entity/Q62218,UM-86,Point(-160.016666666 -0.366666666)
http://www.wikidata.org/entity/Q71080,ES-SA,Point(-6.0 40.833333333)
http://www.wikidata.org/entity/Q71140,ES-LE,Point(-6.0 42.666666666)
http://www.wikidata.org/entity/Q71699,JP-02,Point(140.740638888 40.824666666)
http://www.wikidata.org/entity/Q80550,TR-65,Point(43.670277777 38.499166666)
http://www.wikidata.org/entity/Q81949,ES-B,Point(2.083333333 41.45)
http://www.wikidata.org/entity/Q83239,TR-13,Point(42.387777777 38.525833333)
http://www.wikidata.org/entity/Q98392,ES-T,Point(1.0 41.166666666)
http://www.wikidata.org/entity/Q103093,SE-O,Point(11.733398 58.217025)
http://www.wikidata.org/entity/Q103707,SE-H,Point(15.9 56.733333333)
http://www.wikidata.org/entity/Q103732,SE-W,Point(15.600586 60.678559)
http://www.wikidata.org/entity/Q104257,SE-T,Point(15.216667 59.266667)
http://www.wikidata.org/entity/Q106915,SE-D,Point(16.869507 58.771048)
http://www.wikidata.org/entity/Q109386,KP-14,Point(125.4 38.733333333)
http://www.wikidata.org/entity/Q115256,TW-TAO,Point(121.216666666 24.85)
http://www.wikidata.org/entity/Q115319,CU-14,Point(-75.2 20.1333)
http://www.wikidata.org/entity/Q115334,CU-10,Point(-76.9544 20.9597)
http://www.wikidata.org/entity/Q119494,MM-04,Point(95.75 21.0)
http://www.wikidata.org/entity/Q123395,AL-KU,Point(20.416666666 41.966666666)
http://www.wikidata.org/entity/Q124375,HU-HV,Point(20.318888888 46.430277777)
http://www.wikidata.org/entity/Q124725,RS-29,Point(21.566666666 42.533333333)
http://www.wikidata.org/entity/Q127877,JP-20,Point(138.1 36.25)
http://www.wikidata.org/entity/Q128978,TR-79,Point(37.123888888 36.800833333)
http://www.wikidata.org/entity/Q130321,GR-69,Point(24.326388888 40.157222222)
http://www.wikidata.org/entity/Q130553,TR-45,Point(28.122777777 38.749444444)
http://www.wikidata.org/entity/Q130895,UM-89,Point(-162.416666666 6.383333333)
http://www.wikidata.org/entity/Q130895,UM-89,Point(-162.399 6.4)
http://www.wikidata.org/entity/Q131281,JP-17,Point(136.65 36.633333333)
http://www.wikidata.org/entity/Q131320,JP-22,Point(138.316389 34.916389)
http://www.wikidata.org/entity/Q132418,ZA-NC,Point(22.0 -30.0)
http://www.wikidata.org/entity/Q132705,JP-15,Point(138.866666666 37.616666666)
http://www.wikidata.org/entity/Q132751,JP-32,Point(133.05 35.466666666)
http://www.wikidata.org/entity/Q134187,TR-40,Point(34.129166666 39.323888888)
http://www.wikidata.org/entity/Q140631,TW-TNN,Point(120.183333333 22.983333333)
http://www.wikidata.org/entity/Q142258,KH-3,Point(105.45 11.983333333)
http://www.wikidata.org/entity/Q144880,GR-21,Point(20.75 37.8)
http://www.wikidata.org/entity/Q165408,GR-C,Point(21.5 40.4)
http://www.wikidata.org/entity/Q167514,TD-LR,Point(16.85 8.65)
http://www.wikidata.org/entity/Q167668,LV-LPX,Point(21.011111111 56.508333333)
http://www.wikidata.org/entity/Q167764,MN-057,Point(96.25 48.0)
http://www.wikidata.org/entity/Q170309,AF-BGL,Point(68.93 35.87)
http://www.wikidata.org/entity/Q171334,UA-23,Point(35.166666666 47.833333333)
http://www.wikidata.org/entity/Q173988,AO-MOX,Point(19.906111111 -11.791666666)
http://www.wikidata.org/entity/Q174618,TV-NMA,Point(176.127515 -5.68304)
http://www.wikidata.org/entity/Q175459,AZ-YE,Point(47.15 40.617222222)
http://www.wikidata.org/entity/Q175706,TD-GR,Point(18.684722222 12.182777777)
http://www.wikidata.org/entity/Q178196,GB-NSM,Point(-2.8 51.383333333)
http://www.wikidata.org/entity/Q178283,IE-LK,Point(-8.75 52.5)
http://www.wikidata.org/entity/Q178471,AF-NAN,Point(70.5 34.25)
http://www.wikidata.org/entity/Q179029,MY-12,Point(117.0 5.25)
http://www.wikidata.org/entity/Q183021,AF-NIM,Point(62.5 31.0)
http://www.wikidata.org/entity/Q183487,BG-03,Point(27.466666666 43.216666666)
http://www.wikidata.org/entity/Q186392,AF-GHO,Point(65.255 34.51972222)
http://www.wikidata.org/entity/Q187874,BG-16,Point(24.75 42.166666666)
http://www.wikidata.org/entity/Q187874,BG-16,Point(24.833333333 42.266666666)
http://www.wikidata.org/entity/Q188373,CZ-31,Point(14.666666666 49.083333333)
http://www.wikidata.org/entity/Q188399,CZ-20,Point(14.5 49.966666666)
http://www.wikidata.org/entity/Q190066,AO-LUA,Point(13.283 -8.983)
http://www.wikidata.org/entity/Q191299,AO-BGO,Point(13.983333333 -8.783333333)
http://www.wikidata.org/entity/Q191491,AL-KO,Point(20.65 40.65)
http://www.wikidata.org/entity/Q192352,EE-70,Point(24.75 58.916666666)
http://www.wikidata.org/entity/Q192697,CZ-64,Point(16.6 49.1)
http://www.wikidata.org/entity/Q822578,BI-RY,Point(30.291944444 -3.529722222)
http://www.wikidata.org/entity/Q23082,GB-DUR,Point(-1.833333333 54.666666666)
http://www.wikidata.org/entity/Q778561,RS-10,Point(20.933333333 44.666666666)
http://www.wikidata.org/entity/Q785896,KH-10,Point(106.016666666 12.483333333)
http://www.wikidata.org/entity/Q786957,TT-PTF,Point(-61.666666666 10.166666666)
http://www.wikidata.org/entity/Q792550,OM-DA,Point(57.0 22.0)
http://www.wikidata.org/entity/Q798235,MW-NI,Point(34.0 -13.333333333)
http://www.wikidata.org/entity/Q823443,HN-CM,Point(-87.633333333 14.45)
http://www.wikidata.org/entity/Q823946,CM-NW,Point(10.151666666 5.961388888)
http://www.wikidata.org/entity/Q834508,NA-KH,Point(17.0 -22.8)
http://www.wikidata.org/entity/Q835980,LU-RD,Point(5.8 49.8)
http://www.wikidata.org/entity/Q838288,CZ-711,Point(17.204444444 50.23)
http://www.wikidata.org/entity/Q838778,SD-DS,Point(25.033333333 11.516666666)
http://www.wikidata.org/entity/Q840445,BH-17,Point(50.483333333 26.116666666)
http://www.wikidata.org/entity/Q845303,BF-09,Point(-4.5 11.25)
http://www.wikidata.org/entity/Q845934,SZ-SH,Point(31.666666666 -27.0)
http://www.wikidata.org/entity/Q846580,LA-XN,Point(103.086111111 18.816944444)
http://www.wikidata.org/entity/Q848572,CF-KG,Point(19.083333333 5.75)
http://www.wikidata.org/entity/Q848596,CF-HK,Point(23.0 7.0)
http://www.wikidata.org/entity/Q849812,PG-EHG,Point(145.666666666 -6.5)
http://www.wikidata.org/entity/Q850088,BF-08,Point(-1.0 12.0)
http://www.wikidata.org/entity/Q850435,MR-02,Point(-10.0 16.5)
http://www.wikidata.org/entity/Q852438,CZ-533,Point(16.469444444 49.755833333)
